category,Water Level,Water Level Error
Fri Dec 07 2018,63.73403463446886,0.006190670702477615
Thu Jan 03 2019,63.14470410687549,0.013884866353695105
Wed Jan 30 2019,63.21689793029327,0.028471612357343853
Tue Feb 26 2019,63.529581378682586,0.01204632075686829
Mon Mar 25 2019,62.92746078238427,0.029593297578117846
Sun Apr 21 2019,63.27917474976264,0.04839677825629545
Sat May 18 2019,62.85080035494227,0.03862627505397734
Fri Jun 14 2019,62.40163130759243,0.053751878165780934
Thu Jul 11 2019,63.43954421973042,1.524541968539502
Wed Aug 07 2019,67.46312187548206,0.004398055958043723
Tue Sep 03 2019,72.28005470569182,0.04088451279942005
Mon Sep 30 2019,74.37386137323992,0.012858532158375418
Sun Oct 27 2019,66.86453726899536,0.0029322768068812174
Sat Nov 23 2019,65.26530329014086,0.04856915220441414
Fri Dec 20 2019,64.8771311348792,0.061129985368945254
Thu Jan 16 2020,64.44427642632864,0.03898932013700681
Wed Feb 12 2020,64.22818083608743,0.041495943645098406
Tue Mar 10 2020,63.98867013284698,0.006989906897549713
Mon Apr 06 2020,67.25380114632557,0.06963261503023431
Sun May 03 2020,63.815719824979546,0.0666326318221632
Sat May 30 2020,63.65537873925978,0.0285457004112224
Fri Jun 26 2020,64.59116075444516,0.014858337777558113
Thu Jul 23 2020,65.26652941252607,0.06647503773676812
Wed Aug 19 2020,68.00562568201472,0.012571289956865347
Tue Sep 15 2020,67.51538723010752,0.01771479468457404
Mon Oct 12 2020,65.08331586419281,0.000898526329350199
Sun Nov 08 2020,64.06113648069095,0.045354165012994004
Sat Dec 05 2020,63.60975622070643,0.008860623101253578
Fri Jan 01 2021,63.07524868364872,0.03296372059256352
Thu Jan 28 2021,63.45410220867571,0.04934378273023027
Wed Feb 24 2021,62.81554168571851,0.020285961985873086
Tue Mar 23 2021,62.70198110558476,0.008150073879680855
Mon Apr 19 2021,62.74651496661853,0.09049729208904239
Sun May 16 2021,62.364609836347036,0.04794722957545312
Sat Jun 12 2021,62.766405264817,0.04276734761087015
Fri Jul 09 2021,63.78047222607053,0.044146157510085944
Thu Aug 05 2021,72.23930616062464,0.049234892551146985
Wed Sep 01 2021,69.71100820184364,1.0794940437552467
Tue Sep 28 2021,72.44903883817668,0.3211019458269981
Mon Oct 25 2021,67.24236189821441,0.025224262438288878
Sun Nov 21 2021,64.98166381567061,0.044363694089094505
Sat Dec 18 2021,64.1937294847716,0.08244660181468658
Fri Jan 14 2022,64.10323524906424,0.04525934636494003
Thu Feb 10 2022,64.1440196253481,0.006695589706994302
Wed Mar 09 2022,63.594672443627715,0.04604341936202215
Tue Apr 05 2022,63.5900452098812,0.005337461900385871
Mon May 02 2022,63.05658712488344,0.0411550311310607
Sun May 29 2022,63.05626820554489,0.00597916515228513
Sat Jun 25 2022,62.852769770684304,0.032192988665179986
Fri Jul 22 2022,65.89449286337091,0.032559678526832114
Thu Aug 18 2022,71.99524252382102,0.01911319870626743
Wed Sep 14 2022,69.75810083503137,1.5486091232764585
Tue Oct 11 2022,69.07842731333795,0.054354968414425005
Mon Nov 07 2022,66.07951327112907,0.0399204591287365
Sun Dec 04 2022,64.75278747872696,0.0442579447618655
Sat Dec 31 2022,64.06630691255891,0.020352576202492857
Fri Jan 27 2023,64.04496920552886,0.0700083534917708
Thu Feb 23 2023,63.75214180211237,0.03740324721147051
Wed Mar 22 2023,63.41929627101379,0.137354326166117
Tue Apr 18 2023,63.697284782795684,0.010110059229458845
Mon May 15 2023,63.31776780989501,0.04648266405847044
Sun Jun 11 2023,62.99698646458485,0.012064043448210254
Sat Jul 08 2023,67.18026925822255,2.0030468637837
Fri Aug 04 2023,69.53390803949524,0.1474443217083556
Thu Aug 31 2023,69.2315542805615,0.02310068864509611
Wed Sep 27 2023,68.99561622516019,0.042838352044753905
Tue Oct 24 2023,64.84522920131172,0.03440290686571721
Mon Nov 20 2023,64.49395332008929,0.029252088563861963
Sun Dec 17 2023,64.12662988422088,0.00443850046977318
Sat Jan 13 2024,63.70634794852636,0.0385574428467896
Fri Feb 09 2024,63.66944744369314,0.060156677434079694
Thu Mar 07 2024,63.59510048614904,0.023479181705078688